"Type","Sentence"
"sci","степные почвы менее мощные (а + в в среднем 23 см) отличаются более высокими значениями цветности (chroma от 2,0 в верхних до 3,5 в нижних горизонтах), чем почвы под кустарниками и лесами (1,9–2,1)."
"sci","степные природоохранные проекты россии: от идеи в.в."
"sci","степные сообщества представлены: разнотравно-пустынноовсецовой (helictotrichon desertorum (less) nevski, onosma simplicissima l., pulsatilla patens (l.) mill., myosotis popovii dobrocz."
"sci","степные урочища в типично лесных местоположениях с химическими свойствами почв, характерными для степей, представлены вдоль северного сектора плато шайтан-тау при близком соседстве (100–150 м) с бровкой склона и глубоковрезанными лощинами."
"sci","степные экосистемы евразии во второй половине хх в. стали практически полностью антропогенным сельскохозяйственным ландшафтом."
"fict","степными пиголицами зовут их одни охотники, а не народ; но и из всего сказанного мною видно, что кречетки имеют на это имя полное право."
"fict","степь была большой."
"fict","степь голубела, как море, и, как в море, седыми волнами вскидывались в ней ковыли."
"fict","степь горит!"
"fict","степь горяча, но мертва, и все окружающее прозрачно-недвижимо."
"fict","степь давила его тишиной, мудрым величием."
"fict","степь донская — широкая, простору и неезженых дорог в ней много; летом все пути открыты, и всюду можно найти приют… думал он, бросив где-нибудь лошадей, пешком с аксиньей пробраться на кубань, в предгорья, подальше от родных мест, и там пережить смутное время."
"fict","степь его покоряла, властно принуждала жить первобытной, растительной жизнью."
"fict","степь живо напоминала веньке его ночное путешествие, лебедей… как он вырос с тех пор!"
"fict","степь закутывалась мглою, ленивые увалы тянулись по ней, точно ужи, разлегшиеся на отдых; где -то звенел, как птица, слепыш (маленький степной зверек, - по уверению моего спутника), кое-где отсвечивали степные озера, ильмени и ерики... впереди нас, поскрипывая, ехали две телеги, одна, запряженная верблюдом, другая лошадью."
"fict","степь зыбилась чужо, как мертвая вода без берегов."
"fict","степь и сухую ломкую стерню морило в последней, нещадной и резкой жаре."
"fict","степь кое-где сдержанно начинала улыбаться тусклыми искрами."
"fict","степь лежала за поселком широко и мирно."
"fict","степь лежала кругом мглистая и спокойная: где -то на лугу ворчал и кряхтел верблюд, несколько огоньков пронизывали издали туманные сумерки, на багровом еще фоне заката рисовалась темная фигура киргизского всадника, уезжавшего в степь."
"fict","степь лежала покойно."
"fict","степь лежала, покрытая голубоватым дымчатым куревом."
"fict","степь мертвела в безлюдье."
"fict","степь мокро зеленела."
"fict","степь на многие версты оделась колышущимся серебром."
"fict","степь наполнилась сухим ропотом прошлогодних бурьянов."
"fict","степь не была уже так хороша и свежа, как бывает весною и в самом начале лета, какою описывал ее мне отец и какою я после сам узнал ее: по долочкам трава была скошена и сметена в стога, а по другим местам она выгорела от летнего солнца, засохла и пожелтела, и уже сизый ковыль, еще не совсем распустившийся, еще не побелевший, расстилался как волны по необозримой равнине; степь была тиха, и ни один птичий голос не оживлял этой тишины; отец толковал мне, что теперь вся степная птица уже не кричит, а прячется с молодыми детьми по низким ложбинкам, где трава выше и гуще."
"fict","степь приснилась."
"fict","степь рисовалась перед нами во всем своем необъятном величии, подобная слегка взволнованному морю."
"fict","степь тихо развертывает перед нами свои дремотные красоты."
"fict","степь чем далее, тем становилась прекраснее."
"sci","степь, как биом, формировалась с их участием."
"fict","степь, как чаша, до краев налитая тишиной, таила в складках балок грустные отсветы дня."
"fict","степь, сожженная солнцем."
"fict","степь, то есть безлесная и волнообразная бесконечная равнина, окружала нас со всех сторон; кое-где виднелись деревья и синелось что -то вдали; отец мой сказал, что там течет дема и что это синеется ее гористая сторона, покрытая лесом."
"fict","степь."
"fict","стонет недобрый ветер, угрюмо вздымаются над степью голые, безлесые горы."
"fict","стрекотали, чечекали ножи косилок, пятнилась валами скошенного хлеба степь."
"fict","стрельба кроншнепов весьма различна и по своей добычливости и по достоинству добычи: степные кулики весною, пролетные, еще не разбившиеся на пары или по крайней мере не начавшие вить гнезд, бывают довольно сыты, вкусны и, что всего важнее, редки."
"fict","стрепет водится, то есть выводит детей, непременно в степи, но летает кормиться и даже постоянно держится везде на полях: весной по жнивью, по молодым хлебам и залежам, а к осени по скошенным лугам, когда начнет подрастать на них молодая отава, и по озимям."
"fict","стрепета держатся иногда до октября, и в это время любимое их местопребывание -- озими и скошенная степь; они любят щипать вторые, поздние ростки озимей и молодую травку."
"fict","стрепетиные гнезда и выводки попадаются охотникам очень редко, молодых же стрепетят я даже не нахаживал; вероятно оттого, что матка удаляется с детьми в даль степей, куда мне редко случалось ходить, гнезда я находил не так далеко от хлебных полей."
"fict","судьба его - типичная судьба многих бедняков, сынов вольной, неделеной степи."
"sci","судя по обилию обгоревших мёртвых деревьев в лесных местообитаниях, занятых степями (рис."
"sci","сульфидно-окисные руды, представляя сравнительно небольшой сегмент окисленных рудопроявлений степного приуралья (5–7%), играли определяющую роль в металлургии эпохи раннего металла."
"fict","сумерки ложились над степью."
"fict","сухое степное зарево заката сияет за ветвями."
"sci","существующий ростовский заповедник кластерного типа объединяет лишь степные участки в долине маныча, а не в типичной степи в южной части бассейна дона [15]."
"sci","считаем, что изложенный выше подход к оценке последствий основных аграрно- социальных мегапроектов поможет конвергентно рассмотреть проблему оптимизации степных агроландшафтов, в т.ч."
"sci","считалась летующим и мигрирующим видом участка «ащисайская степь» заповедника (степной заповедник…, 1996), а 06.07.2006 г. одиночку видели и на оз."
"sci","считалась лишь для участка «ащисайская степь» (степной заповедник…, 1996)."
"sci","считался редким пролётным видом участка «буртинская степь»."
"fict","сын мартемьяна, давид, уже покупал на свод целые деревни и селил их на землях слабой и независимой илецкой общины...  таким образом основался бородинский поселок, жителей которого выиграл в карты давид у какого -то помещика в россии... казачья совесть сурового атамана, по-видимому, и сама плохо мирилась с этим рабством: перед смертью он освободил всех своих крепостных и добился причисления их в казаки... таким образом, вместе с новой станицей, примежевывался к уральским землям большой кусок илецкой степи, когда -то занятой временно давидом бородиным."
"sci","таблица 4 территория заповедника располагается у южной границы ареала вида, где этот умеренноэвритопный представитель «лазяще-щелевого» экоморфологического типа населяет различные биотопы мезофильных степных и осветлённых, хорошо прогреваемых экотонных лесных сообществ."
"fict","так вот и будет жить в степи, как волк."
"fict","так думалось мне... впрочем, только в эту тихую ночь, после тревожного вечера... ее дыхание неслось среди безбрежного простора, обвеянного ароматом трав и хлебов и ласковым веянием ночного ветра...  глава xi илецкою степью."
"fict","так казачата сажают пойманных рыб на таловый кукан… седобородых станичников выстроили цепью и погнали по степи."
"fict","так на провесне едет человек степью."
"fict","так сидят столетия, глядя в степь."
"fict","—так я же говорил тебе, что у него насморк страшенный, никаким платком не обойдешься, а по-нашему, по-простому, бить соплю обземь он даже в степи стесняется.— разметнов тонко улыбнулся: — ты его мелко не кроши, как-никак, а он английский язык учит, нельзя же ему необразованность проявлять… для такого случая он прихватил вместо платка полотенце."
"sci","так, на участке «ащисайская степь» со времени организации заповедника он не отмечался сотрудниками на протяжении 10 лет – до 1999/2000 и 2000/2001 фенологических годов, когда здесь было учтено 10 и 6 особей соответственно."
"sci","так, на участке «буртинская степь» на негоревшей экотонной опушечной площадке в мае 2015 г. её встречаемость ещё достигала 13,3 ос./га, а в июне 2016 г."
"sci","так, на участке «буртинская степь» на следующий год после пожара белозубки встречались только на негоревших участках."
"sci","так, на участке «буртинская степь» отмечен ряд видов околоводно-водного комплекса: donacia aquatica (l.), d. cinerea hbst., d. bicolora zschach., d. thalassina germ., cryptocephalus janthinus germ., prasocuris phellandrii (l.), galerucella sp."
"sci","так, по 1 паре луни встречены на прудках у кордонов, расположенных на участках «таловская степь» и «ащисайская степь»."
"sci","так, степная зона формировала кочевой способ хозяйствования и скотоводческую культуру, тогда как азональные ландшафты способствовали возникновению оседлости и земледельческих культур."
"sci","также не реализованы предложения по созданию степного заповедника в нижнедонском степном подрегионе."
"sci","также не решён вопрос организации степного заповедника в бассейне кулундинского озера."
"sci","также редким видом можно считать восточную степную гадюку, которая в 2018 г. известна нам по единственной находке около стационара (рис."
"fict","такие степные места, как следует по настоящему называть их, бывают чудно хороши весной своею роскошною, свежею растительностью."
"fict","таким образом мы достигли до утеса, из-за которого могли свободно обозревать степь, сами не будучи видимы."
"sci","таким образом, адаптивный стратегический подход и стратегический принцип адаптивной поляризации земельных угодий можно рассматривать как степную соадаптацию или синергические усилия человека и степных экосистем по приспособлению к изменениям климата и динамике углерода."
"sci","таким образом, биметаллическая финальная фаза21 развития горно-металлургического производства в степных регионах северной евразии может иметь несколько иные истоки и хронологические рамки, чем это представляется в. с. бочкареву и другим авторам."
"sci","таким образом, имеются основания утверждать, что: 1) леса могут потенциально занимать практически всю территорию заповедника; степи встречаются почти исключительно в области, где возможны оба устойчивых состояния лесостепного ландшафта – лесное и степное; кустарники формируются преимущественно в геоморфологической нише лесов и могут быть производными от них сообществами."
"sci","таким образом, степные пожары остаются одним из наиболее значимых факторов устойчивого экологического развития степных ландшафтов."
"fict","таковы степные места в оренбургской губернии в продолжение мая."
"sci","таловская степь (3200 га) представляет собой эталон волнисто-увалистой типчаково-ковыльной степи с развитыми кустарниковыми зарослями на темно-каштановых почвах и фрагментами плакорной ковыльной степи с южными черноземами (чибилёв, 1991, 2014)."
"sci","таловская степь."
"fict","там любят старики рассказывать хлопцам о давних временах, когда по царскому указу переселили сюда казаков из далеких придонских степей и велели строить крепость, которая охраняла бы оренбургскую пограничную линию."
"fict","там недели две скитались по степям и лугам, охотились за дудаками, утками, стрепетами и кроншнепами."
"fict","там она оправится, пользуясь передышкой, к весне пополнится новыми кадрами волонтеров из россии… —нет!— воскликнул корнилов, вчера еще склонявшийся к тому, чтобы идти в задонские степи и упорно оспаривавший противоположное мнение алексеева.— нет смысла идти в зимовники."
"fict","там уж не увидишь вот этих степных глубин, не учуешь мудрых запахов ковыля и материнской теплоты земли."
"fict","там, на ерике, в лугах, на урале, в степи их ожидало свое мальчишеское царство, уж, конечно, несравненно любопытнее и богаче, чем бабьи россказни о царице и сарафанах."
"sci","таракан степной является типичным степным видом, обитателем подстилки, индикатором целинной степи."
"fict","тарантас бешено прогрохотал через чаганский мост и унесся в степь — по направлению к сламихину."
"fict","тас-мирон еще неделю тому назад выехал в степь на хутора, чтобы проверить и испытать свою лучшую гнедопегую тройку."
"fict","тас-мирон приехал из степи сумрачный и злой."
"fict","тебя разят на расстоянии несколько верст, а ты едешь на коне, как дудак по степи под охотничьим прицелом."
"sci","тем самым можно констатировать, что тенгрианская цивилизация является первой среди локальных цивилизаций великой степи, созданных на основе номадической мировой цивилизации."
"sci","тёмная, или пашенная полёвка – microtus agrestis linnaeus, 1761 населяющий европу и северо-запад азии политический вид европейского териологического комплекса, представленный южноуральским подвидом m. a. argiropuloi ognev, 1944. в оренбургской области известна по островным и пойменным лесам, в том числе на территории участков «буртинская степь» и «айтуарская степь», где уловистость была крайне незначительной (чибилёв и др., 1993)."
"fict","теперь во время моей дальнейшей поездки степью - я уже встречал много таких земляных аулов."
"fict","теперь мы были уже на левой, степной или бухарской стороне урала...  глава xii начало илека."
"fict","теперь начальство отрядило почтенного казака на самую высокую в городе пожарную каланчу следить за тем, как покажется издали в степи наследник."
"fict","теперь уже все хотели в поход, и старые и молодые; все, с совета всех старшин, куренных, кошевого и с воли всего запорожского войска, положили идти прямо на польшу, отмстить за все зло и посрамленье веры и козацкой славы, набрать добычи с городов, зажечь пожар по деревням и хлебам, пустить далеко по степи о себе славу."
"fict","теперь четкие облики животных и людей были еще чернее, а солнце, упавшее за степной окоем, золотило их еще огневее и ярче."
"sci","территория заповедника (в прошлом как составная часть области распространения обыкновенного ежа) входит в ареал вида, который известен в светлых пойменных, островных и водораздельных лесах, примыкающих к ним и локальных кустарниковых массивах участков «таловская степь», «буртинская степь» и «айтуарская степь» (гейде, 1989; 1991; степной заповедник…, 1996; пуляев и др., 2000; елина и др., 2016)."
"sci","территория заповедника входит в ареал вида, который на время организации осёдлым считался лишь для участка «айтуарская степь», а на остальных участках встречался только во время миграций (гейде, 1991)."
"sci","территория заповедника находится у северных пределов ареала вида, где довольно широко распространены его типичные местообитания – каменистые и щебнистые сухостепные и полупустынные пространства с разреженной растительностью."
"sci","территория заповедника находится у северных пределов ареала вида, номинативный подвид которого населяет злаково-полынные и полынные сообщества глинистых местообитаний участка «ащисайская степь»."
"sci","территория заповедника полностью входит в ареал вида, который в степном оренбуржье отмечался по остепнённым участкам рек, на берегах которых имеются выходы кристаллических пород, карст, высокие обрывы с горизонтальными щелями между пластами и населённые пункты."
"sci","территория заповедника полностью входит в ареал вида, который на время организации заповедника был известен на всех его участках (степной заповедник…, 1996)."
"sci","территория заповедника полностью входит в гнездовой ареал вида, хотя ко времени её заповедания гнездящимся он считался только на участке «ащисайская степь»."
"sci","территория заповедника полностью входит в пределы ареала вида, который в оренбуржье известен по расчлёненным холмисто-увалистым массивам с каменистой и кустарниковой степью, в том числе на участках «буртинская степь» и «айтуарская степь» (чибилёв, 1999)."
"sci","территория заповедника располагается у северной границы ареала вида, который во время её предварительного обследования отмечался почти на всех (кроме участка «айтуарская степь») участках (гейде, 1991)."
"sci","территория заповедника располагается у южной границы ареала вида, который на время его организации осёдлым считался для участков «буртинская степь» и «айтуарская степь», а на остальной территории, якобы, отмечался лишь во время миграций (гейде, 1991)."
"sci","территория почти всех участков заповедника (кроме участка «таловская степь») располагается у южной границы гнездового ареала этой поганки."
"sci","территория участка «предуральская степь» использовалась в сельскохозяйственных целях преимущественно по периферии (и, по-видимому, непостоянно), в связи с чем пожары были характерны (особенно для центральной части) и до введения заповедного режима."
"sci","территория участка «таловская степь», таким образом, оказывается за пределами основного миграционного пути видов, в связи с чем здесь известны лишь их единичные встречи."
"fict","тетерева водятся везде: и в большом и малом, и в красном и черном лесу, в перелесках, в редколесье и даже в местах безлесных, если только не распахана вся степь, ибо тетеревиная самка никогда не совьет гнезда на земле, тронутой сохою."
"sci","титульные виды: ковыль залесского; степной орёл – 6–7 гнёзд, до 30 особей на кормовых миграциях (вместе с оз."
"fict","тихий ветерок поигрывал концами бабьих платков, шуршал метелками камыша на амбарных крышах, нес из степи пресный запах сохнущей земли и невыбродивший виноградный дух молодых трав."
"fict","тишину мартовского степного полдня, нарушаемую лишь свистом полозьев да чавкающим перебором конских копыт, обвальным раскатом задавил гул орудия."
"sci","то есть, докучаевский проект обустройства степей россии остался на уровне проекта, а реализовывался, по существу, целинный макропроект, охвативший северную часть восточного сектора степей."
"fict","—то -то добришша, у вас ить там песчаная степь."
"fict","то, что беспрестанно случается в жизни с большею частью молодых женщин, то же происходило и с софьей николавной: сознание в неравенстве с собою, сознание в некоторой ограниченности чувств и понятий своего мужа нисколько не мешало ей пламенно и страстно к нему привязываться – и уже начинала мелькать у нее неясная мысль, что он не так ее любит, как может любить, потому что не безгранично предан он любви своей, потому что не ею одною он занят, потому что любит и пруд, и остров, и степь, населенную куликами, и воду с противной ей рыбою."
"sci","тогда же были выбраны шесть эталонов типичных богаторазнотравно-ковыльных, разнотравно-типчаково-ковыльных, песчаных, петрофитных меловых и кустарниковых степей на плакорных, склоновых и балочных местонахождениях."
"fict","тогда он толкнул дверь, ничем не запертую изнутри, плотно в косяках сидевшую, – и та распахнулась, гремя накладкой, наотмашь открылась в ночь, в степь."
"fict","тогда -то степи населяются и принимают свой первобытный образ, бледнеющий с каждым годом."
"fict","тогда, бывало, едут с поля, прикрытые малиновой полою вечерней зари, и степан, покачиваясь на возу, тянет старинную песню, тягуче тоскливую, как одичавший в безлюдье, заросший подорожником степной шлях."
"fict","той летней степной дороги не было теперь и следочка."
"fict","только бабка щербуха вздыхает на всю степь и говорит: — ох, господи, тожить про войну."
"fict","только в проезд через уральск государя наследника (ныне царствующего императора) он поднес свою поэму и получил денежный дар... теперь уже несколько лет, как он умер...  выехав из кирсанова (мимо старого городка), мы миновали два-три чудесных степных хуторка, ютившихся в зелени."
"fict","только жаворонки нарушали великую и благостную тишину, распростертую над степью."
"fict","только на самые короткие мгновения молния освещала степь, и тогда казалось, что дымится дорога, горят вокруг чилижник, полынь, кусты, пламенеют конский хвост и грива, а по широким ковыльным полям бежит живая огневая лава… опять молния, снова удары грома."
"fict","только перед вечером быков отбили в степи, на выпасе, куда хозяева отправили их под усиленной охраной."
"fict","только по скатам величавых горных хребтов, которые вдоль по рекам, речкам и суходолам перерезывают иногда степные сырты и увалы, попадаются горные породы мелкорослых трав: особенного вида приземистый, рассыпчатый ковыль, сизый горный шалфей, белая низенькая полынь, чабер и богородская трава."
"fict","только под селением бурлин тянется в степь на десятки километров знаменитый в тех краях бородинский лес."
"fict","только поздней осенью наблюдал, бывало, григорий в степи такую грустную и глубокую тишину, когда ему казалось, что он слышит, как шуршит по сухой траве подхваченное ветром перекати-поле, далеко-далеко впереди пересекающее степь."
"fict","только тогда председатель колхоза оставался полновластным хозяином улицы и ее окрестностей…      не так давно, в глухую полночь, давыдов и лушка в упор наткнулись на сторожа ветряной мельницы, находившейся далеко в степи, за хутором."
"sci","том 1: от предгорий альп до южного урала (2018) посвящен эталонам природы европейской части степной евразии."
"sci","том 2: от урала до иртыша (2019) посвящен эталонам природы и уникальным ландшафтам степной и полупустынной зон республики казахстан."
"sci","том 3: от иртыша до амура (2020) посвящен уникальным ландшафтам предгорных и межгорных степей и лесостепей внутренней евразии от прииртышья и алтая на западе до забайкалья и верховьев амура на востоке."
"fict","тонкие, копьеносные там, в просторном небе, они потоками расходились, приближаясь к земле, и, ложась на дальние, простертые над горизонтом грядины бурой степи, красили ее, диковинно и радостно молодили…      степь, задымленная тучевой тенью, молчаливо, покорно ждала дождя."
"fict","тонкий многоцветный аромат устойчиво держится над садами до голубых потемок, до поры, пока не просунется сквозь голызины ветвей крытый прозеленью рог месяца, пока не кинут на снег жирующие зайцы опушенных крапин следов…      а потом ветер принесет в сады со степного гребня тончайшее дыхание опаленной морозами полыни, заглохнут дневные запахи и звуки, и по чернобылу, по бурьянам, по выцветшей на стернях брице, по волнистым буграм зяби неслышно, серой волчицей придет с востока ночь,— как следы, оставляя за собой по степи выволочки сумеречных теней."
"fict","тотчас же трава и прошлогодний бурьян подняли ропот, на дороге спирально закружилась пыль, побежала по степи и, увлекая за собой солому, стрекоз и перья, черным вертящимся столбом поднялась к небу и затуманила солнце."
"fict","точно постоянно видит он там, за степными буераками, что -то на редкость забавное… не свою ли молодость, весело скачущую, как невыезженный конь по степям, не будущие ли дни свои следил там, за синим окоемом, василист?.."
"fict","точно так и тетерев, дичь лесная, половину года держится в полях, даже водится в местах почти безлесных; вальдшнеп, тоже лесная дичь, весной и особенно осенью долго держится в кустах довольно топких болот и только остальное время года -- в лесу; коростель же, помещенный мною в разряд дичи степной, или полевой, равно живет в степи, хлебных полях, луговых болотах и лесных опушках."
"fict","транспорт собирался в крепость и готовился к 12 мая выступить в степь, следовательно, кроме башкирцев, телег, верблюдов, козаков, солдат, он ничего больше не видел, а виденное им в эти дни весьма неинтересно, особенно на бумаге."
"fict","тревожно заверещал косо снижавшийся копчик, в последний раз свистнул возле норы суслик, густой ветер ударил в лицо ильиничны мелкой песчаной пылью, с воем полетел по степи."
"fict","третьи сутки всё не могла родить жена, хотя повёз -то её с сильными уже схватками и всё боялся, наивный, как бы по дороге не «опросталась» — как досужие у подъезда бабки вдогонку, перекрестясь, остерегли… мело жухлой промороженной листвой по тротуару, ветер рвал и кружил в путанице старых улочек, нёс холодом снеговым — без снега — из-под ходких, по-степному высоких туч, накидывался, и сердце жало чем -то недобрым, предчувствием, верить не хотел которому, но какого боялся… верил, выходило?"
"sci","труды этих экспедиций содержат уникальную географическую информацию о наших степях, в том числе первые описания и упоминания природных и историко-культурных объектов нашего национального наследия."
"fict","тряхнул головою и тихо, но широко, как вчера в степи над сайгаками, захохотал."
"fict","туда, где между хуторами были интервалы, штаб перебросил сотни из казаков степной полосы побережья."
"fict","тудаки водятся, то есть выводят детей, непременно в степи настоящей, еще не тронутой сохою,       [есть охотники, которые утверждают противное, но я, убежденный примером других птиц, не верю, чтобы дрофа вила гнездо и выводила детей в молодых хлебах, но, вероятно, она немедленно перемещается туда с своими цыплятами.]"
"fict","туман пенился в степи, клубился в балках, ник в падинах, лизал отроги яров."
"fict","тут была и заунывная «уралка», и лихая «в степи широкой под иканом», и широкое «яик ты наш яикушка», и кичливое «на краю руси обширной»."
"fict","тут молодой, горячий охотник может много посеять дроби по зеленой степи, не убив ни одного большого кроншнепа, особенно если станет употреблять не самые крупные сорты дроби."
"fict","тут на вас надвигается, охватывает, баюкает вас широкое степное раздолье, ровное, молчаливое, дремотное...  чудесный закат в степи, потом сумерки, потом тихий звездный вечер спускаются над этой однообразной картиной."
"fict","тут он, самое это место, и переправлялся...  попрощавшись со стариком, мы запрягли свою отдохнувшую лошадь и отправились по левому берегу небольшой степной речки к указанному месту."
